profile,region,tipo,resource_id,parent_id,name,status,engine,size_gb,encrypted,kms_key_id,start_time,description,snapshot_type,tags_name
nikedataservicedev,sa-east-1,rds-cluster,rds:nike-data-extractor-2025-12-16-03-13,nike-data-extractor,rds:nike-data-extractor-2025-12-16-03-13,available,aurora-postgresql,,True,arn:aws:kms:sa-east-1:050752636274:key/328d2f3d-d43a-4473-9659-6440f8658220,2025-12-16T03:13:09.355000+00:00,,automated,
nikedataservicedev,sa-east-1,docdb-cluster,rds:nike-data-extractor-2025-12-16-03-13,nike-data-extractor,rds:nike-data-extractor-2025-12-16-03-13,available,docdb,,True,arn:aws:kms:sa-east-1:050752636274:key/328d2f3d-d43a-4473-9659-6440f8658220,2025-12-16T03:13:09.355000+00:00,,automated,
